custrefno,txnid,currstatuscode,txnamount,trndate,storeid,grefid,trnrefno,txncurrstatuscode,respCode,meraccno,mcc,txntype,payervpa,payeraccno,payerifsc,payeevpa,payeeifsc,pgmerchantId,orderNo,paytype,pyfname,drcrflag,acctype,purpose,umn,mndpattern
42793706215337,TXN70f77854d23d746819a34bdd7f39b2f7e,6010,79736.92,2025-06-15 14:10:00,7414,GREF123456,323760,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7999,PAY,samayraina@ibl,12345678,AIRP0001,teastall@axl,YESB0MGSUPI,YBL00001,AIRPAY1032,P2M,Saurav G.,D,SAVINGS,0,,
42793716215337,TXN71f77854d23d746819a34bdd7f39b2f7e,6010,80894.75,2025-06-15 14:11:00,1234,GREF123456,323761,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5611,PAY,samayraina@ibl,87654321,SBIN000116,teastall@axl,YESB0MGSUPI,YBL00003,AIRPAY1111,P2M,Saurav G.,D,CREDIT,0,,
42793726215337,TXN72f77854d23d746819a34bdd7f39b2f7e,6010,82202.78,2025-06-15 14:12:00,1415,GREF123456,323762,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,4812,PAY,abc_person@axl,87654321,YESB00001,vinayak@ybiz,YESB0MGSUPI,YBL00001,AIRPAY1032,P2M,Samay Raina,D,CREDIT,1,,
42793736215337,TXN73f77854d23d746819a34bdd7f39b2f7e,6010,83490.64,2025-06-15 14:13:00,6789,GREF123456,323763,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,8031,PAY,99999852@ybl,100000021,YESB00001,teastall@axl,YESB0MGSUPI,YBL00002,AIRPAY1032,P2M,Saurav G.,C,CREDIT,0,,
42793746215337,TXN74f77854d23d746819a34bdd7f39b2f7e,6010,84266.38,2025-06-15 14:14:00,7414,GREF123456,323764,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5970,PAY,99999852@ybl,100000021,YESB00001,vinayak@ybiz,YESB0MGSUPI,YBL00002,AIRPAY1111,P2M,Samay Raina,C,SAVINGS,1,,
42793756215337,TXN75f77854d23d746819a34bdd7f39b2f7e,6010,85280.69,2025-06-15 14:15:00,1415,GREF123456,323765,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5051,PAY,samayraina@ibl,87654321,SBIN000116,techwisecollege@ypbiz,YESB0MGSUPI,YBL00003,AIRP2222,P2M,Saurav G.,D,SAVINGS,1,,
42793766215337,TXN76f77854d23d746819a34bdd7f39b2f7e,6010,85750.11,2025-06-15 14:16:00,1415,GREF123456,323766,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5935,PAY,samayraina@ibl,87654321,SBIN000116,teastall@axl,YESB0MGSUPI,YBL00001,AIRP2222,P2M,Saurav G.,D,CREDIT,1,,
42793776215337,TXN77f77854d23d746819a34bdd7f39b2f7e,6010,87195.27,2025-06-15 14:17:00,7800,GREF123456,323767,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5971,PAY,samayraina@ibl,87654321,AIRP0001,vinayak@ybiz,YESB0MGSUPI,YBL00001,AIRPAY1032,P2M,Samay Raina,D,CREDIT,0,,
42793786215337,TXN78f77854d23d746819a34bdd7f39b2f7e,6010,88149.79,2025-06-15 14:18:00,1234,GREF123456,323768,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,4814,PAY,samayraina@ibl,100000021,YESB00001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00003,AIRP2222,P2M,Saurav G.,C,CREDIT,1,,
42793796215337,TXN79f77854d23d746819a34bdd7f39b2f7e,6010,89020.15,2025-06-15 14:19:00,7414,GREF123456,323769,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5967,PAY,99999852@ybl,12345678,AIRP0001,teastall@axl,YESB0MGSUPI,YBL00003,AIRPAY1111,P2M,Vinkaj,D,CREDIT,0,,
42793806215337,TXN80f77854d23d746819a34bdd7f39b2f7e,6010,90476.44,2025-06-15 14:20:00,7800,GREF123456,323770,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5996,PAY,abc_person@axl,100000021,SBIN000116,vinayak@ybiz,YESB0MGSUPI,YBL00001,AIRP2222,P2M,Saurav G.,C,CREDIT,1,,
42793816215337,TXN81f77854d23d746819a34bdd7f39b2f7e,6010,90913.68,2025-06-15 14:21:00,7414,GREF123456,323771,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5626,PAY,99999852@ybl,12345678,SBIN000116,techwisecollege@ypbiz,YESB0MGSUPI,YBL00001,AIRPAY1032,P2M,Samay Raina,D,CREDIT,0,,
42793826215337,TXN82f77854d23d746819a34bdd7f39b2f7e,6010,92222.98,2025-06-15 14:22:00,1234,GREF123456,323772,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5309,PAY,abc_person@axl,87654321,YESB00001,vinayak@ybiz,YESB0MGSUPI,YBL00003,AIRP2222,P2M,Samay Raina,D,SAVINGS,1,,
42793836215337,TXN83f77854d23d746819a34bdd7f39b2f7e,6010,92711.42,2025-06-15 14:23:00,1234,GREF123456,323773,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7261,PAY,abc_person@axl,87654321,AIRP0001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00002,AIRP2222,P2M,Saurav G.,C,SAVINGS,1,,
42793846215337,TXN84f77854d23d746819a34bdd7f39b2f7e,6010,94247.84,2025-06-15 14:24:00,7414,GREF123456,323774,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,8249,PAY,abc_person@axl,87654321,AIRP0001,teastall@axl,YESB0MGSUPI,YBL00001,AIRPAY1032,P2M,Saurav G.,D,SAVINGS,1,,
42793856215337,TXN85f77854d23d746819a34bdd7f39b2f7e,6010,95052.49,2025-06-15 14:25:00,1234,GREF123456,323775,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7692,PAY,99999852@ybl,12345678,AIRP0001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00002,AIRPAY1032,P2M,Saurav G.,C,SAVINGS,0,,
42793866215337,TXN86f77854d23d746819a34bdd7f39b2f7e,6010,96155.8,2025-06-15 14:26:00,7800,GREF123456,323776,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5812,PAY,abc_person@axl,87654321,SBIN000116,techwisecollege@ypbiz,YESB0MGSUPI,YBL00002,AIRP2222,P2M,Vinkaj,C,CREDIT,1,,
42793876215337,TXN87f77854d23d746819a34bdd7f39b2f7e,6010,97332.46,2025-06-15 14:27:00,7414,GREF123456,323777,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5641,PAY,99999852@ybl,12345678,AIRP0001,teastall@axl,YESB0MGSUPI,YBL00001,AIRPAY1111,P2M,Saurav G.,D,SAVINGS,1,,
42793886215337,TXN88f77854d23d746819a34bdd7f39b2f7e,6010,98326.58,2025-06-15 14:28:00,1415,GREF123456,323778,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,4011,PAY,abc_person@axl,100000021,SBIN000116,techwisecollege@ypbiz,YESB0MGSUPI,YBL00001,AIRPAY1111,P2M,Saurav G.,C,CREDIT,1,,
42793896215337,TXN89f77854d23d746819a34bdd7f39b2f7e,6010,99142.94,2025-06-15 14:29:00,6789,GREF123456,323779,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,8111,PAY,99999852@ybl,100000021,SBIN000116,teastall@axl,YESB0MGSUPI,YBL00002,AIRPAY1111,P2M,Vinkaj,D,CREDIT,0,,
42793906215337,TXN90f77854d23d746819a34bdd7f39b2f7e,6010,99661.16,2025-06-15 14:30:00,6789,GREF123456,323780,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5933,PAY,99999852@ybl,100000021,AIRP0001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00002,AIRPAY1032,P2M,Vinkaj,C,SAVINGS,0,,
42793916215337,TXN91f77854d23d746819a34bdd7f39b2f7e,6010,100690.01,2025-06-15 14:31:00,1234,GREF123456,323781,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,4457,PAY,99999852@ybl,100000021,SBIN000116,vinayak@ybiz,YESB0MGSUPI,YBL00003,AIRP2222,P2M,Saurav G.,D,CREDIT,0,,
42793926215337,TXN92f77854d23d746819a34bdd7f39b2f7e,6010,102331.07,2025-06-15 14:32:00,7414,GREF123456,323782,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7623,PAY,abc_person@axl,12345678,AIRP0001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00003,AIRP2222,P2M,Saurav G.,D,SAVINGS,0,,
42793936215337,TXN93f77854d23d746819a34bdd7f39b2f7e,6010,102926.39,2025-06-15 14:33:00,1415,GREF123456,323783,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7342,PAY,abc_person@axl,12345678,SBIN000116,vinayak@ybiz,YESB0MGSUPI,YBL00003,AIRPAY1111,P2M,Vinkaj,C,SAVINGS,1,,
42793946215337,TXN94f77854d23d746819a34bdd7f39b2f7e,6010,103945.16,2025-06-15 14:34:00,7800,GREF123456,323784,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7273,PAY,99999852@ybl,87654321,AIRP0001,vinayak@ybiz,YESB0MGSUPI,YBL00003,AIRPAY1032,P2M,Saurav G.,C,CREDIT,0,,
42793956215337,TXN95f77854d23d746819a34bdd7f39b2f7e,6010,104961.76,2025-06-15 14:35:00,7800,GREF123456,323785,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7276,PAY,samayraina@ibl,12345678,YESB00001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00002,AIRPAY1032,P2M,Vinkaj,C,SAVINGS,0,,
42793966215337,TXN96f77854d23d746819a34bdd7f39b2f7e,6010,106471.77,2025-06-15 14:36:00,1415,GREF123456,323786,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5815,PAY,samayraina@ibl,87654321,YESB00001,vinayak@ybiz,YESB0MGSUPI,YBL00002,AIRPAY1111,P2M,Samay Raina,C,SAVINGS,0,,
42793976215337,TXN97f77854d23d746819a34bdd7f39b2f7e,6010,107495.91,2025-06-15 14:37:00,7414,GREF123456,323787,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,4899,PAY,samayraina@ibl,12345678,YESB00001,vinayak@ybiz,YESB0MGSUPI,YBL00003,AIRPAY1111,P2M,Saurav G.,C,CREDIT,0,,
42793986215337,TXN98f77854d23d746819a34bdd7f39b2f7e,6010,108261.54,2025-06-15 14:38:00,6789,GREF123456,323788,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5974,PAY,samayraina@ibl,87654321,AIRP0001,vinayak@ybiz,YESB0MGSUPI,YBL00001,AIRPAY1032,P2M,Saurav G.,D,SAVINGS,0,,
42793996215337,TXN99f77854d23d746819a34bdd7f39b2f7e,6010,109141.78,2025-06-15 14:39:00,1234,GREF123456,323789,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,4812,PAY,abc_person@axl,12345678,YESB00001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00002,AIRPAY1032,P2M,Saurav G.,C,CREDIT,0,,
427931006215337,TXN100f77854d23d746819a34bdd7f39b2f7e,6010,110071.22,2025-06-15 14:40:00,6789,GREF123456,323790,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5621,PAY,abc_person@axl,12345678,AIRP0001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00001,AIRPAY1032,P2M,Samay Raina,D,CREDIT,0,,
427931016215337,TXN101f77854d23d746819a34bdd7f39b2f7e,6010,111475.16,2025-06-15 14:41:00,1234,GREF123456,323791,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,8044,PAY,abc_person@axl,87654321,SBIN000116,teastall@axl,YESB0MGSUPI,YBL00003,AIRPAY1111,P2M,Vinkaj,C,SAVINGS,0,,
427931026215337,TXN102f77854d23d746819a34bdd7f39b2f7e,6010,112421.6,2025-06-15 14:42:00,6789,GREF123456,323792,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7392,PAY,abc_person@axl,12345678,AIRP0001,vinayak@ybiz,YESB0MGSUPI,YBL00003,AIRPAY1111,P2M,Saurav G.,D,CREDIT,1,,
427931036215337,TXN103f77854d23d746819a34bdd7f39b2f7e,6010,113380.01,2025-06-15 14:43:00,6789,GREF123456,323793,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,4457,PAY,99999852@ybl,100000021,SBIN000116,teastall@axl,YESB0MGSUPI,YBL00001,AIRPAY1111,P2M,Saurav G.,D,SAVINGS,0,,
427931046215337,TXN104f77854d23d746819a34bdd7f39b2f7e,6010,113696.42,2025-06-15 14:44:00,1234,GREF123456,323794,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7296,PAY,samayraina@ibl,100000021,YESB00001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00001,AIRPAY1032,P2M,Samay Raina,D,SAVINGS,1,,
427931056215337,TXN105f77854d23d746819a34bdd7f39b2f7e,6010,115338.37,2025-06-15 14:45:00,1234,GREF123456,323795,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,8651,PAY,abc_person@axl,100000021,SBIN000116,vinayak@ybiz,YESB0MGSUPI,YBL00002,AIRPAY1032,P2M,Samay Raina,C,CREDIT,0,,
427931066215337,TXN106f77854d23d746819a34bdd7f39b2f7e,6010,116476.59,2025-06-15 14:46:00,1234,GREF123456,323796,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5172,PAY,99999852@ybl,87654321,AIRP0001,vinayak@ybiz,YESB0MGSUPI,YBL00003,AIRP2222,P2M,Samay Raina,D,CREDIT,1,,
427931076215337,TXN107f77854d23d746819a34bdd7f39b2f7e,6010,117167.66,2025-06-15 14:47:00,7800,GREF123456,323797,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5641,PAY,abc_person@axl,12345678,YESB00001,vinayak@ybiz,YESB0MGSUPI,YBL00002,AIRPAY1032,P2M,Vinkaj,D,SAVINGS,1,,
427931086215337,TXN108f77854d23d746819a34bdd7f39b2f7e,6010,118420.79,2025-06-15 14:48:00,1234,GREF123456,323798,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,6013,PAY,samayraina@ibl,12345678,YESB00001,teastall@axl,YESB0MGSUPI,YBL00002,AIRPAY1032,P2M,Vinkaj,C,CREDIT,1,,
427931096215337,TXN109f77854d23d746819a34bdd7f39b2f7e,6010,118972.12,2025-06-15 14:49:00,7800,GREF123456,323799,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5921,PAY,samayraina@ibl,87654321,SBIN000116,teastall@axl,YESB0MGSUPI,YBL00002,AIRP2222,P2M,Saurav G.,C,SAVINGS,0,,
427931106215337,TXN110f77854d23d746819a34bdd7f39b2f7e,6010,120353.39,2025-06-15 14:50:00,1415,GREF123456,323800,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5713,PAY,99999852@ybl,87654321,AIRP0001,teastall@axl,YESB0MGSUPI,YBL00003,AIRPAY1032,P2M,Samay Raina,D,SAVINGS,0,,
427931116215337,TXN111f77854d23d746819a34bdd7f39b2f7e,6010,121267.57,2025-06-15 14:51:00,7800,GREF123456,323801,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7542,PAY,99999852@ybl,12345678,SBIN000116,vinayak@ybiz,YESB0MGSUPI,YBL00001,AIRP2222,P2M,Samay Raina,C,SAVINGS,1,,
427931126215337,TXN112f77854d23d746819a34bdd7f39b2f7e,6010,121805.7,2025-06-15 14:52:00,7800,GREF123456,323802,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,4900,PAY,99999852@ybl,12345678,YESB00001,vinayak@ybiz,YESB0MGSUPI,YBL00002,AIRPAY1111,P2M,Vinkaj,D,SAVINGS,0,,
427931136215337,TXN113f77854d23d746819a34bdd7f39b2f7e,6010,122903.33,2025-06-15 14:53:00,7800,GREF123456,323803,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5131,PAY,abc_person@axl,100000021,YESB00001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00003,AIRPAY1111,P2M,Samay Raina,C,SAVINGS,1,,
427931146215337,TXN114f77854d23d746819a34bdd7f39b2f7e,6010,123510.32,2025-06-15 14:54:00,1415,GREF123456,323804,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,8062,PAY,abc_person@axl,12345678,YESB00001,teastall@axl,YESB0MGSUPI,YBL00001,AIRPAY1032,P2M,Saurav G.,C,CREDIT,1,,
427931156215337,TXN115f77854d23d746819a34bdd7f39b2f7e,6010,125261.17,2025-06-15 14:55:00,1234,GREF123456,323805,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7278,PAY,abc_person@axl,87654321,AIRP0001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00003,AIRPAY1032,P2M,Vinkaj,D,CREDIT,0,,
427931166215337,TXN116f77854d23d746819a34bdd7f39b2f7e,6010,126214.89,2025-06-15 14:56:00,7414,GREF123456,323806,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5931,PAY,samayraina@ibl,12345678,SBIN000116,teastall@axl,YESB0MGSUPI,YBL00003,AIRPAY1111,P2M,Samay Raina,D,SAVINGS,1,,
427931176215337,TXN117f77854d23d746819a34bdd7f39b2f7e,6010,126751.75,2025-06-15 14:57:00,7414,GREF123456,323807,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7996,PAY,samayraina@ibl,100000021,SBIN000116,vinayak@ybiz,YESB0MGSUPI,YBL00003,AIRPAY1111,P2M,Saurav G.,C,CREDIT,0,,
427931186215337,TXN118f77854d23d746819a34bdd7f39b2f7e,6010,127707.73,2025-06-15 14:58:00,7800,GREF123456,323808,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7322,PAY,99999852@ybl,12345678,YESB00001,vinayak@ybiz,YESB0MGSUPI,YBL00002,AIRP2222,P2M,Saurav G.,D,SAVINGS,0,,
427931196215337,TXN119f77854d23d746819a34bdd7f39b2f7e,6010,129419.74,2025-06-15 14:59:00,1234,GREF123456,323809,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7338,PAY,abc_person@axl,87654321,SBIN000116,teastall@axl,YESB0MGSUPI,YBL00001,AIRPAY1032,P2M,Samay Raina,C,CREDIT,1,,
427931206215337,TXN120f77854d23d746819a34bdd7f39b2f7e,6010,130143.98,2025-06-15 14:00:00,7800,GREF123456,323810,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,8675,PAY,samayraina@ibl,100000021,SBIN000116,vinayak@ybiz,YESB0MGSUPI,YBL00001,AIRP2222,P2M,Samay Raina,D,CREDIT,0,,
427931216215337,TXN121f77854d23d746819a34bdd7f39b2f7e,6010,131220.14,2025-06-15 14:01:00,7414,GREF123456,323811,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5942,PAY,samayraina@ibl,100000021,SBIN000116,teastall@axl,YESB0MGSUPI,YBL00003,AIRPAY1111,P2M,Samay Raina,C,SAVINGS,0,,
427931226215337,TXN122f77854d23d746819a34bdd7f39b2f7e,6010,131937.54,2025-06-15 14:02:00,6789,GREF123456,323812,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5065,PAY,abc_person@axl,12345678,AIRP0001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00002,AIRPAY1111,P2M,Vinkaj,C,SAVINGS,1,,
427931236215337,TXN123f77854d23d746819a34bdd7f39b2f7e,6010,132947.9,2025-06-15 14:03:00,6789,GREF123456,323813,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7538,PAY,99999852@ybl,100000021,AIRP0001,teastall@axl,YESB0MGSUPI,YBL00001,AIRP2222,P2M,Vinkaj,D,SAVINGS,0,,
427931246215337,TXN124f77854d23d746819a34bdd7f39b2f7e,6010,133575.7,2025-06-15 14:04:00,1234,GREF123456,323814,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5712,PAY,99999852@ybl,12345678,SBIN000116,techwisecollege@ypbiz,YESB0MGSUPI,YBL00002,AIRP2222,P2M,Vinkaj,C,CREDIT,1,,
427931256215337,TXN125f77854d23d746819a34bdd7f39b2f7e,6010,134548.94,2025-06-15 14:05:00,6789,GREF123456,323815,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,8641,PAY,samayraina@ibl,87654321,AIRP0001,teastall@axl,YESB0MGSUPI,YBL00001,AIRP2222,P2M,Samay Raina,C,CREDIT,1,,
427931266215337,TXN126f77854d23d746819a34bdd7f39b2f7e,6010,135979.45,2025-06-15 14:06:00,7800,GREF123456,323816,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7996,PAY,samayraina@ibl,100000021,YESB00001,teastall@axl,YESB0MGSUPI,YBL00003,AIRPAY1032,P2M,Vinkaj,C,SAVINGS,0,,
427931276215337,TXN127f77854d23d746819a34bdd7f39b2f7e,6010,136948.65,2025-06-15 14:07:00,7800,GREF123456,323817,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7322,PAY,samayraina@ibl,87654321,AIRP0001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00002,AIRPAY1111,P2M,Vinkaj,C,SAVINGS,1,,
427931286215337,TXN128f77854d23d746819a34bdd7f39b2f7e,6010,138404.12,2025-06-15 14:08:00,7414,GREF123456,323818,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5814,PAY,samayraina@ibl,12345678,SBIN000116,techwisecollege@ypbiz,YESB0MGSUPI,YBL00003,AIRPAY1032,P2M,Vinkaj,D,CREDIT,1,,
427931296215337,TXN129f77854d23d746819a34bdd7f39b2f7e,6010,138953.5,2025-06-15 14:09:00,1415,GREF123456,323819,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7278,PAY,abc_person@axl,100000021,SBIN000116,teastall@axl,YESB0MGSUPI,YBL00002,AIRPAY1032,P2M,Samay Raina,C,SAVINGS,0,,
427931306215337,TXN130f77854d23d746819a34bdd7f39b2f7e,6010,139645.94,2025-06-15 14:10:00,1415,GREF123456,323820,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,8244,PAY,abc_person@axl,100000021,YESB00001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00003,AIRPAY1032,P2M,Samay Raina,D,SAVINGS,0,,
427931316215337,TXN131f77854d23d746819a34bdd7f39b2f7e,6010,140940.96,2025-06-15 14:11:00,1234,GREF123456,323821,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5812,PAY,abc_person@axl,12345678,YESB00001,vinayak@ybiz,YESB0MGSUPI,YBL00001,AIRPAY1111,P2M,Vinkaj,D,CREDIT,0,,
427931326215337,TXN132f77854d23d746819a34bdd7f39b2f7e,6010,142429.32,2025-06-15 14:12:00,1234,GREF123456,323822,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5975,PAY,samayraina@ibl,12345678,YESB00001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00001,AIRPAY1111,P2M,Saurav G.,D,SAVINGS,1,,
427931336215337,TXN133f77854d23d746819a34bdd7f39b2f7e,6010,142785.19,2025-06-15 14:13:00,1234,GREF123456,323823,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5912,PAY,samayraina@ibl,87654321,SBIN000116,techwisecollege@ypbiz,YESB0MGSUPI,YBL00003,AIRPAY1032,P2M,Vinkaj,D,CREDIT,0,,
427931346215337,TXN134f77854d23d746819a34bdd7f39b2f7e,6010,143756.08,2025-06-15 14:14:00,1415,GREF123456,323824,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7032,PAY,abc_person@axl,87654321,YESB00001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00003,AIRPAY1032,P2M,Samay Raina,D,SAVINGS,0,,
427931356215337,TXN135f77854d23d746819a34bdd7f39b2f7e,6010,144834.27,2025-06-15 14:15:00,7414,GREF123456,323825,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5817,PAY,samayraina@ibl,100000021,AIRP0001,teastall@axl,YESB0MGSUPI,YBL00001,AIRPAY1032,P2M,Samay Raina,D,CREDIT,0,,
427931366215337,TXN136f77854d23d746819a34bdd7f39b2f7e,6010,146278.45,2025-06-15 14:16:00,6789,GREF123456,323826,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,821,PAY,99999852@ybl,12345678,SBIN000116,teastall@axl,YESB0MGSUPI,YBL00002,AIRPAY1111,P2M,Samay Raina,D,CREDIT,0,,
427931376215337,TXN137f77854d23d746819a34bdd7f39b2f7e,6010,147411.04,2025-06-15 14:17:00,7800,GREF123456,323827,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5261,PAY,abc_person@axl,12345678,YESB00001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00002,AIRPAY1032,P2M,Vinkaj,C,SAVINGS,1,,
427931386215337,TXN138f77854d23d746819a34bdd7f39b2f7e,6010,147759.4,2025-06-15 14:18:00,7414,GREF123456,323828,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5944,PAY,99999852@ybl,87654321,YESB00001,vinayak@ybiz,YESB0MGSUPI,YBL00001,AIRPAY1111,P2M,Vinkaj,D,CREDIT,1,,
427931396215337,TXN139f77854d23d746819a34bdd7f39b2f7e,6010,148852.82,2025-06-15 14:19:00,7414,GREF123456,323829,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7298,PAY,samayraina@ibl,12345678,YESB00001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00002,AIRP2222,P2M,Samay Raina,D,SAVINGS,1,,
